method,query_id,query_type,positive_page_ids,candidate_universe,rank,page_id,score
lexical_cosine,manual-c-p01-q01,table,manual-c-p01,evaluated_split_pages,4,manual-c-p03,0.218543345883
lexical_cosine,manual-c-p01-q01,table,manual-c-p01,evaluated_split_pages,5,manual-c-p07,0.218543345883
lexical_cosine,manual-c-p01-q01,table,manual-c-p01,evaluated_split_pages,6,manual-c-p02,0.216930457819
lexical_cosine,manual-c-p01-q01,table,manual-c-p01,evaluated_split_pages,7,manual-c-p08,0.216930457819
lexical_cosine,manual-c-p01-q01,table,manual-c-p01,evaluated_split_pages,8,manual-c-p06,0.215352760823
lexical_cosine,manual-c-p01-q02,text,manual-c-p01,evaluated_split_pages,1,manual-c-p01,0.341743063087
lexical_cosine,manual-c-p01-q02,text,manual-c-p01,evaluated_split_pages,2,manual-c-p04,0.281810740095
lexical_cosine,manual-c-p01-q02,text,manual-c-p01,evaluated_split_pages,3,manual-c-p05,0.281810740095
lexical_cosine,manual-c-p01-q02,text,manual-c-p01,evaluated_split_pages,4,manual-c-p03,0.280757238314
lexical_cosine,manual-c-p01-q02,text,manual-c-p01,evaluated_split_pages,5,manual-c-p07,0.280757238314
lexical_cosine,manual-c-p01-q02,text,manual-c-p01,evaluated_split_pages,6,manual-c-p02,0.278685200857
lexical_cosine,manual-c-p01-q02,text,manual-c-p01,evaluated_split_pages,7,manual-c-p08,0.278685200857
lexical_cosine,manual-c-p01-q02,text,manual-c-p01,evaluated_split_pages,8,manual-c-p06,0.276658372497
lexical_cosine,manual-c-p01-q03,layout,manual-c-p01,evaluated_split_pages,1,manual-c-p01,0.372405869163
lexical_cosine,manual-c-p01-q03,layout,manual-c-p01,evaluated_split_pages,2,manual-c-p06,0.331995790917
lexical_cosine,manual-c-p01-q03,layout,manual-c-p01,evaluated_split_pages,3,manual-c-p04,0.318285872008
lexical_cosine,manual-c-p01-q03,layout,manual-c-p01,evaluated_split_pages,4,manual-c-p05,0.318285872008
lexical_cosine,manual-c-p01-q03,layout,manual-c-p01,evaluated_split_pages,5,manual-c-p03,0.317096014116
lexical_cosine,manual-c-p01-q03,layout,manual-c-p01,evaluated_split_pages,6,manual-c-p07,0.317096014116
lexical_cosine,manual-c-p01-q03,layout,manual-c-p01,evaluated_split_pages,7,manual-c-p02,0.314755790146
lexical_cosine,manual-c-p01-q03,layout,manual-c-p01,evaluated_split_pages,8,manual-c-p08,0.314755790146
lexical_cosine,manual-c-p02-q01,figure,manual-c-p02,evaluated_split_pages,1,manual-c-p02,0.242535625036
lexical_cosine,manual-c-p02-q01,figure,manual-c-p02,evaluated_split_pages,2,manual-c-p04,0.153284834871
lexical_cosine,manual-c-p02-q01,figure,manual-c-p02,evaluated_split_pages,3,manual-c-p05,0.153284834871
lexical_cosine,manual-c-p02-q01,figure,manual-c-p02,evaluated_split_pages,4,manual-c-p03,0.152711805445
lexical_cosine,manual-c-p02-q01,figure,manual-c-p02,evaluated_split_pages,5,manual-c-p07,0.152711805445
lexical_cosine,manual-c-p02-q01,figure,manual-c-p02,evaluated_split_pages,6,manual-c-p08,0.151584765648
lexical_cosine,manual-c-p02-q01,figure,manual-c-p02,evaluated_split_pages,7,manual-c-p01,0.151030523333
lexical_cosine,manual-c-p02-q01,figure,manual-c-p02,evaluated_split_pages,8,manual-c-p06,0.150482316357
lexical_cosine,manual-c-p02-q02,text,manual-c-p02,evaluated_split_pages,1,manual-c-p02,0.332105582078
lexical_cosine,manual-c-p02-q02,text,manual-c-p02,evaluated_split_pages,2,manual-c-p01,0.28677245827
lexical_cosine,manual-c-p02-q02,text,manual-c-p02,evaluated_split_pages,3,manual-c-p04,0.268664197704
lexical_cosine,manual-c-p02-q02,text,manual-c-p02,evaluated_split_pages,4,manual-c-p05,0.268664197704
lexical_cosine,manual-c-p02-q02,text,manual-c-p02,evaluated_split_pages,5,manual-c-p03,0.267659842047
lexical_cosine,manual-c-p02-q02,text,manual-c-p02,evaluated_split_pages,6,manual-c-p07,0.267659842047
lexical_cosine,manual-c-p02-q02,text,manual-c-p02,evaluated_split_pages,7,manual-c-p08,0.265684465662
lexical_cosine,manual-c-p02-q02,text,manual-c-p02,evaluated_split_pages,8,manual-c-p06,0.263752189358
lexical_cosine,manual-c-p02-q03,ocr_failure,manual-c-p02,evaluated_split_pages,1,manual-c-p07,0.338605969696
lexical_cosine,manual-c-p02-q03,ocr_failure,manual-c-p02,evaluated_split_pages,2,manual-c-p04,0.287587842089
lexical_cosine,manual-c-p02-q03,ocr_failure,manual-c-p02,evaluated_split_pages,3,manual-c-p05,0.287587842089
lexical_cosine,manual-c-p02-q03,ocr_failure,manual-c-p02,evaluated_split_pages,4,manual-c-p03,0.286512743589
lexical_cosine,manual-c-p02-q03,ocr_failure,manual-c-p02,evaluated_split_pages,5,manual-c-p02,0.284398229497
lexical_cosine,manual-c-p02-q03,ocr_failure,manual-c-p02,evaluated_split_pages,6,manual-c-p08,0.284398229497
lexical_cosine,manual-c-p02-q03,ocr_failure,manual-c-p02,evaluated_split_pages,7,manual-c-p01,0.283358378741
lexical_cosine,manual-c-p02-q03,ocr_failure,manual-c-p02,evaluated_split_pages,8,manual-c-p06,0.282329851287
lexical_cosine,manual-c-p03-q01,layout,manual-c-p03,evaluated_split_pages,1,manual-c-p03,0.34614675901
lexical_cosine,manual-c-p03-q01,layout,manual-c-p03,evaluated_split_pages,2,manual-c-p01,0.302061046665
lexical_cosine,manual-c-p03-q01,layout,manual-c-p03,evaluated_split_pages,3,manual-c-p06,0.300964632714
lexical_cosine,manual-c-p03-q01,layout,manual-c-p03,evaluated_split_pages,4,manual-c-p04,0.28613169176
lexical_cosine,manual-c-p03-q01,layout,manual-c-p03,evaluated_split_pages,5,manual-c-p05,0.28613169176
lexical_cosine,manual-c-p03-q01,layout,manual-c-p03,evaluated_split_pages,6,manual-c-p07,0.285062036831
lexical_cosine,manual-c-p03-q01,layout,manual-c-p03,evaluated_split_pages,7,manual-c-p02,0.282958229209
lexical_cosine,manual-c-p03-q01,layout,manual-c-p03,evaluated_split_pages,8,manual-c-p08,0.282958229209
lexical_cosine,manual-c-p03-q02,text,manual-c-p03,evaluated_split_pages,1,manual-c-p03,0.312269815722
lexical_cosine,manual-c-p03-q02,text,manual-c-p03,evaluated_split_pages,2,manual-c-p01,0.264713038403
lexical_cosine,manual-c-p03-q02,text,manual-c-p03,evaluated_split_pages,3,manual-c-p04,0.246275514562
lexical_cosine,manual-c-p03-q02,text,manual-c-p03,evaluated_split_pages,4,manual-c-p05,0.246275514562
lexical_cosine,manual-c-p03-q02,text,manual-c-p03,evaluated_split_pages,5,manual-c-p07,0.24535485521
lexical_cosine,manual-c-p03-q02,text,manual-c-p03,evaluated_split_pages,6,manual-c-p02,0.243544093524
lexical_cosine,manual-c-p03-q02,text,manual-c-p03,evaluated_split_pages,7,manual-c-p08,0.243544093524
lexical_cosine,manual-c-p03-q02,text,manual-c-p03,evaluated_split_pages,8,manual-c-p06,0.241772840245
lexical_cosine,manual-c-p03-q03,figure,manual-c-p03,evaluated_split_pages,1,manual-c-p02,0.212218671907
lexical_cosine,manual-c-p03-q03,figure,manual-c-p03,evaluated_split_pages,2,manual-c-p03,0.183254166534
lexical_cosine,manual-c-p03-q03,figure,manual-c-p03,evaluated_split_pages,3,manual-c-p04,0.153284834871
lexical_cosine,manual-c-p03-q03,figure,manual-c-p03,evaluated_split_pages,4,manual-c-p05,0.153284834871
lexical_cosine,manual-c-p03-q03,figure,manual-c-p03,evaluated_split_pages,5,manual-c-p07,0.152711805445
lexical_cosine,manual-c-p03-q03,figure,manual-c-p03,evaluated_split_pages,6,manual-c-p08,0.151584765648
lexical_cosine,manual-c-p03-q03,figure,manual-c-p03,evaluated_split_pages,7,manual-c-p01,0.151030523333
lexical_cosine,manual-c-p03-q03,figure,manual-c-p03,evaluated_split_pages,8,manual-c-p06,0.150482316357
lexical_cosine,manual-c-p04-q01,text,manual-c-p04,evaluated_split_pages,1,manual-c-p04,0.324442842262
lexical_cosine,manual-c-p04-q01,text,manual-c-p04,evaluated_split_pages,2,manual-c-p01,0.29683769523
lexical_cosine,manual-c-p04-q01,text,manual-c-p04,evaluated_split_pages,3,manual-c-p05,0.278093864796
lexical_cosine,manual-c-p04-q01,text,manual-c-p04,evaluated_split_pages,4,manual-c-p03,0.277054257924
lexical_cosine,manual-c-p04-q01,text,manual-c-p04,evaluated_split_pages,5,manual-c-p07,0.277054257924
lexical_cosine,manual-c-p04-q01,text,manual-c-p04,evaluated_split_pages,6,manual-c-p02,0.275009549108
lexical_cosine,manual-c-p04-q01,text,manual-c-p04,evaluated_split_pages,7,manual-c-p08,0.275009549108
lexical_cosine,manual-c-p04-q01,text,manual-c-p04,evaluated_split_pages,8,manual-c-p06,0.273009453116
lexical_cosine,manual-c-p04-q02,table,manual-c-p04,evaluated_split_pages,1,manual-c-p01,0.243154452131
lexical_cosine,manual-c-p04-q02,table,manual-c-p04,evaluated_split_pages,2,manual-c-p04,0.191942973987
lexical_cosine,manual-c-p04-q02,table,manual-c-p04,evaluated_split_pages,3,manual-c-p05,0.191942973987
lexical_cosine,manual-c-p04-q02,table,manual-c-p04,evaluated_split_pages,4,manual-c-p03,0.191225427648
lexical_cosine,manual-c-p04-q02,table,manual-c-p04,evaluated_split_pages,5,manual-c-p07,0.191225427648
lexical_cosine,manual-c-p04-q02,table,manual-c-p04,evaluated_split_pages,6,manual-c-p02,0.189814150591
lexical_cosine,manual-c-p04-q02,table,manual-c-p04,evaluated_split_pages,7,manual-c-p08,0.189814150591
lexical_cosine,manual-c-p04-q02,table,manual-c-p04,evaluated_split_pages,8,manual-c-p06,0.18843366572
lexical_cosine,manual-c-p04-q03,layout,manual-c-p04,evaluated_split_pages,1,manual-c-p04,0.336488093494
lexical_cosine,manual-c-p04-q03,layout,manual-c-p04,evaluated_split_pages,2,manual-c-p01,0.310818252778
lexical_cosine,manual-c-p04-q03,layout,manual-c-p04,evaluated_split_pages,3,manual-c-p06,0.309690052131
lexical_cosine,manual-c-p04-q03,layout,manual-c-p04,evaluated_split_pages,4,manual-c-p05,0.294427081807
lexical_cosine,manual-c-p04-q03,layout,manual-c-p04,evaluated_split_pages,5,manual-c-p03,0.293326415967
lexical_cosine,manual-c-p04-q03,layout,manual-c-p04,evaluated_split_pages,6,manual-c-p07,0.293326415967
lexical_cosine,manual-c-p04-q03,layout,manual-c-p04,evaluated_split_pages,7,manual-c-p02,0.291161615783
lexical_cosine,manual-c-p04-q03,layout,manual-c-p04,evaluated_split_pages,8,manual-c-p08,0.291161615783
lexical_cosine,manual-c-p05-q01,text,manual-c-p05,evaluated_split_pages,1,manual-c-p05,0.324442842262
lexical_cosine,manual-c-p05-q01,text,manual-c-p05,evaluated_split_pages,2,manual-c-p01,0.29683769523
lexical_cosine,manual-c-p05-q01,text,manual-c-p05,evaluated_split_pages,3,manual-c-p04,0.278093864796
lexical_cosine,manual-c-p05-q01,text,manual-c-p05,evaluated_split_pages,4,manual-c-p03,0.277054257924
lexical_cosine,manual-c-p05-q01,text,manual-c-p05,evaluated_split_pages,5,manual-c-p07,0.277054257924
lexical_cosine,manual-c-p05-q01,text,manual-c-p05,evaluated_split_pages,6,manual-c-p02,0.275009549108
lexical_cosine,manual-c-p05-q01,text,manual-c-p05,evaluated_split_pages,7,manual-c-p08,0.275009549108
lexical_cosine,manual-c-p05-q01,text,manual-c-p05,evaluated_split_pages,8,manual-c-p06,0.273009453116
lexical_cosine,manual-c-p05-q02,table,manual-c-p05,evaluated_split_pages,1,manual-c-p02,0.216930457819
lexical_cosine,manual-c-p05-q02,table,manual-c-p05,evaluated_split_pages,2,manual-c-p01,0.216137290783
lexical_cosine,manual-c-p05-q02,table,manual-c-p05,evaluated_split_pages,3,manual-c-p04,0.191942973987
lexical_cosine,manual-c-p05-q02,table,manual-c-p05,evaluated_split_pages,4,manual-c-p05,0.191942973987
lexical_cosine,manual-c-p05-q02,table,manual-c-p05,evaluated_split_pages,5,manual-c-p03,0.191225427648
lexical_cosine,manual-c-p05-q02,table,manual-c-p05,evaluated_split_pages,6,manual-c-p07,0.191225427648
lexical_cosine,manual-c-p05-q02,table,manual-c-p05,evaluated_split_pages,7,manual-c-p08,0.189814150591
lexical_cosine,manual-c-p05-q02,table,manual-c-p05,evaluated_split_pages,8,manual-c-p06,0.18843366572
lexical_cosine,manual-c-p05-q03,ocr_failure,manual-c-p05,evaluated_split_pages,1,manual-c-p07,0.338605969696
lexical_cosine,manual-c-p05-q03,ocr_failure,manual-c-p05,evaluated_split_pages,2,manual-c-p04,0.287587842089
lexical_cosine,manual-c-p05-q03,ocr_failure,manual-c-p05,evaluated_split_pages,3,manual-c-p05,0.287587842089
lexical_cosine,manual-c-p05-q03,ocr_failure,manual-c-p05,evaluated_split_pages,4,manual-c-p03,0.286512743589
lexical_cosine,manual-c-p05-q03,ocr_failure,manual-c-p05,evaluated_split_pages,5,manual-c-p02,0.284398229497
lexical_cosine,manual-c-p05-q03,ocr_failure,manual-c-p05,evaluated_split_pages,6,manual-c-p08,0.284398229497
lexical_cosine,manual-c-p05-q03,ocr_failure,manual-c-p05,evaluated_split_pages,7,manual-c-p01,0.283358378741
lexical_cosine,manual-c-p05-q03,ocr_failure,manual-c-p05,evaluated_split_pages,8,manual-c-p06,0.282329851287
lexical_cosine,manual-c-p06-q01,layout,manual-c-p06,evaluated_split_pages,1,manual-c-p06,0.380693493813
lexical_cosine,manual-c-p06-q01,layout,manual-c-p06,evaluated_split_pages,2,manual-c-p01,0.324768305958
lexical_cosine,manual-c-p06-q01,layout,manual-c-p06,evaluated_split_pages,3,manual-c-p04,0.310226693732
lexical_cosine,manual-c-p06-q01,layout,manual-c-p06,evaluated_split_pages,4,manual-c-p05,0.310226693732
lexical_cosine,manual-c-p06-q01,layout,manual-c-p06,evaluated_split_pages,5,manual-c-p03,0.309066963715
lexical_cosine,manual-c-p06-q01,layout,manual-c-p06,evaluated_split_pages,6,manual-c-p07,0.309066963715
lexical_cosine,manual-c-p06-q01,layout,manual-c-p06,evaluated_split_pages,7,manual-c-p02,0.306785995539
lexical_cosine,manual-c-p06-q01,layout,manual-c-p06,evaluated_split_pages,8,manual-c-p08,0.306785995539
lexical_cosine,manual-c-p06-q02,figure,manual-c-p06,evaluated_split_pages,1,manual-c-p02,0.212218671907
lexical_cosine,manual-c-p06-q02,figure,manual-c-p06,evaluated_split_pages,2,manual-c-p06,0.180578779629
lexical_cosine,manual-c-p06-q02,figure,manual-c-p06,evaluated_split_pages,3,manual-c-p04,0.153284834871
lexical_cosine,manual-c-p06-q02,figure,manual-c-p06,evaluated_split_pages,4,manual-c-p05,0.153284834871
lexical_cosine,manual-c-p06-q02,figure,manual-c-p06,evaluated_split_pages,5,manual-c-p03,0.152711805445
lexical_cosine,manual-c-p06-q02,figure,manual-c-p06,evaluated_split_pages,6,manual-c-p07,0.152711805445
lexical_cosine,manual-c-p06-q02,figure,manual-c-p06,evaluated_split_pages,7,manual-c-p08,0.151584765648
lexical_cosine,manual-c-p06-q02,figure,manual-c-p06,evaluated_split_pages,8,manual-c-p01,0.151030523333
lexical_cosine,manual-c-p06-q03,text,manual-c-p06,evaluated_split_pages,1,manual-c-p06,0.351669585811
lexical_cosine,manual-c-p06-q03,text,manual-c-p06,evaluated_split_pages,2,manual-c-p01,0.308831878137
lexical_cosine,manual-c-p06-q03,text,manual-c-p06,evaluated_split_pages,3,manual-c-p04,0.291052880846
lexical_cosine,manual-c-p06-q03,text,manual-c-p06,evaluated_split_pages,4,manual-c-p05,0.291052880846
lexical_cosine,manual-c-p06-q03,text,manual-c-p06,evaluated_split_pages,5,manual-c-p03,0.289964828885
lexical_cosine,manual-c-p06-q03,text,manual-c-p06,evaluated_split_pages,6,manual-c-p07,0.289964828885
lexical_cosine,manual-c-p06-q03,text,manual-c-p06,evaluated_split_pages,7,manual-c-p02,0.287824837801
lexical_cosine,manual-c-p06-q03,text,manual-c-p06,evaluated_split_pages,8,manual-c-p08,0.287824837801
lexical_cosine,manual-c-p07-q01,ocr_failure,manual-c-p07,evaluated_split_pages,1,manual-c-p07,0.338605969696
lexical_cosine,manual-c-p07-q01,ocr_failure,manual-c-p07,evaluated_split_pages,2,manual-c-p04,0.287587842089
lexical_cosine,manual-c-p07-q01,ocr_failure,manual-c-p07,evaluated_split_pages,3,manual-c-p05,0.287587842089
lexical_cosine,manual-c-p07-q01,ocr_failure,manual-c-p07,evaluated_split_pages,4,manual-c-p03,0.286512743589
lexical_cosine,manual-c-p07-q01,ocr_failure,manual-c-p07,evaluated_split_pages,5,manual-c-p02,0.284398229497
lexical_cosine,manual-c-p07-q01,ocr_failure,manual-c-p07,evaluated_split_pages,6,manual-c-p08,0.284398229497
lexical_cosine,manual-c-p07-q01,ocr_failure,manual-c-p07,evaluated_split_pages,7,manual-c-p01,0.283358378741
lexical_cosine,manual-c-p07-q01,ocr_failure,manual-c-p07,evaluated_split_pages,8,manual-c-p06,0.282329851287
lexical_cosine,manual-c-p07-q02,text,manual-c-p07,evaluated_split_pages,1,manual-c-p07,0.312269815722
lexical_cosine,manual-c-p07-q02,text,manual-c-p07,evaluated_split_pages,2,manual-c-p01,0.264713038403
lexical_cosine,manual-c-p07-q02,text,manual-c-p07,evaluated_split_pages,3,manual-c-p04,0.246275514562
lexical_cosine,manual-c-p07-q02,text,manual-c-p07,evaluated_split_pages,4,manual-c-p05,0.246275514562
lexical_cosine,manual-c-p07-q02,text,manual-c-p07,evaluated_split_pages,5,manual-c-p03,0.24535485521
lexical_cosine,manual-c-p07-q02,text,manual-c-p07,evaluated_split_pages,6,manual-c-p02,0.243544093524
lexical_cosine,manual-c-p07-q02,text,manual-c-p07,evaluated_split_pages,7,manual-c-p08,0.243544093524
lexical_cosine,manual-c-p07-q02,text,manual-c-p07,evaluated_split_pages,8,manual-c-p06,0.241772840245
lexical_cosine,manual-c-p07-q03,layout,manual-c-p07,evaluated_split_pages,1,manual-c-p07,0.34614675901
lexical_cosine,manual-c-p07-q03,layout,manual-c-p07,evaluated_split_pages,2,manual-c-p01,0.302061046665
lexical_cosine,manual-c-p07-q03,layout,manual-c-p07,evaluated_split_pages,3,manual-c-p06,0.300964632714
lexical_cosine,manual-c-p07-q03,layout,manual-c-p07,evaluated_split_pages,4,manual-c-p04,0.28613169176
lexical_cosine,manual-c-p07-q03,layout,manual-c-p07,evaluated_split_pages,5,manual-c-p05,0.28613169176
lexical_cosine,manual-c-p07-q03,layout,manual-c-p07,evaluated_split_pages,6,manual-c-p03,0.285062036831
lexical_cosine,manual-c-p07-q03,layout,manual-c-p07,evaluated_split_pages,7,manual-c-p02,0.282958229209
lexical_cosine,manual-c-p07-q03,layout,manual-c-p07,evaluated_split_pages,8,manual-c-p08,0.282958229209
lexical_cosine,manual-c-p08-q01,text,manual-c-p08,evaluated_split_pages,1,manual-c-p08,0.354245954216
lexical_cosine,manual-c-p08-q01,text,manual-c-p08,evaluated_split_pages,2,manual-c-p01,0.308831878137
lexical_cosine,manual-c-p08-q01,text,manual-c-p08,evaluated_split_pages,3,manual-c-p04,0.291052880846
lexical_cosine,manual-c-p08-q01,text,manual-c-p08,evaluated_split_pages,4,manual-c-p05,0.291052880846
lexical_cosine,manual-c-p08-q01,text,manual-c-p08,evaluated_split_pages,5,manual-c-p03,0.289964828885
lexical_cosine,manual-c-p08-q01,text,manual-c-p08,evaluated_split_pages,6,manual-c-p07,0.289964828885
lexical_cosine,manual-c-p08-q01,text,manual-c-p08,evaluated_split_pages,7,manual-c-p02,0.287824837801
lexical_cosine,manual-c-p08-q01,text,manual-c-p08,evaluated_split_pages,8,manual-c-p06,0.285731538472
lexical_cosine,manual-c-p08-q02,ocr_failure,manual-c-p08,evaluated_split_pages,1,manual-c-p07,0.338605969696
lexical_cosine,manual-c-p08-q02,ocr_failure,manual-c-p08,evaluated_split_pages,2,manual-c-p04,0.287587842089
lexical_cosine,manual-c-p08-q02,ocr_failure,manual-c-p08,evaluated_split_pages,3,manual-c-p05,0.287587842089
lexical_cosine,manual-c-p08-q02,ocr_failure,manual-c-p08,evaluated_split_pages,4,manual-c-p03,0.286512743589
lexical_cosine,manual-c-p08-q02,ocr_failure,manual-c-p08,evaluated_split_pages,5,manual-c-p02,0.284398229497
lexical_cosine,manual-c-p08-q02,ocr_failure,manual-c-p08,evaluated_split_pages,6,manual-c-p08,0.284398229497
lexical_cosine,manual-c-p08-q02,ocr_failure,manual-c-p08,evaluated_split_pages,7,manual-c-p01,0.283358378741
lexical_cosine,manual-c-p08-q02,ocr_failure,manual-c-p08,evaluated_split_pages,8,manual-c-p06,0.282329851287
lexical_cosine,manual-c-p08-q03,table,manual-c-p08,evaluated_split_pages,1,manual-c-p05,0.219363398843
lexical_cosine,manual-c-p08-q03,table,manual-c-p08,evaluated_split_pages,2,manual-c-p01,0.216137290783
lexical_cosine,manual-c-p08-q03,table,manual-c-p08,evaluated_split_pages,3,manual-c-p04,0.191942973987
lexical_cosine,manual-c-p08-q03,table,manual-c-p08,evaluated_split_pages,4,manual-c-p03,0.191225427648
lexical_cosine,manual-c-p08-q03,table,manual-c-p08,evaluated_split_pages,5,manual-c-p07,0.191225427648
lexical_cosine,manual-c-p08-q03,table,manual-c-p08,evaluated_split_pages,6,manual-c-p02,0.189814150591
